contentid,contenttypeid,booktour,createdtime,homepage,modifiedtime,tel,telname,title,firstimage,firstimage2,areacode,sigungucode,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview,accomcount,chkbabycarriage,chkcreditcard,chkpet,expagerange,expguide,heritage1,heritage2,heritage3,infocenter,opendate,parking,restdate,useseason,usetime
127074,12,0,20020612000000,"광주광역시 남구 문화관광 <a href=""http://www.namgu.gwangju.kr/index.es"" target=""_blank"" title=""새창: 광주광역시 남구 문화관광 홈페이지로 이동"">http://www.namgu.gwangju.kr/index.es</a><br/>
문화재청 <a href=""http://www.cha.go.kr"" target=""_blank"" title=""새창: 문화재청 홈페이지로 이동"">http://www.cha.go.kr</a>",20211019103717,,,오웬기념각,http://tong.visitkorea.or.kr/cms/resource/89/2493589_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2493589_image2_1.jpg,5,2,A02,A0205,A02050200,광주광역시 남구 백서로70번길 6,(양림동),61662,126.9158941142,35.1382980355,6.0,"기독간호대학교 내에 있는 오웬기념각은 배유지 목사와 함께 전남 최초의 선교사로 들어와 광주에서 순교한 오웬선교사를 기념하기 위하여 미국 친지들이 보낸 기금 4,200 달러로 1914년에 세워진 연면적 434평방미터(부속건물 포함)인 양옥건물이다. 이 건물은 평면 형태로 보아 예배당 및 집회실로 사용되었으리라 짐작되나, 지금은 기독간호대학교의 강당으로 사용되고 있다.오웬은 1900년대에 광주에 들어온 양림동의 서양촌 외국인 중 1명으로서 간호사인 부인과 함께 선교 및 의료봉사 활동에 헌신하다가 과로로 1909년에 죽었다.
오웬은 생전에 그의 할아버지 기념병원을 지으려다 선교 활동이 급하다고 판단하여 먼저 할아버지 기념각을 지을 계획을 수립 하였으나, 그 계획이 추진되기 전에 사망하였다. 기념관 현판에 할아버지의 이름이 새겨진 것도 이 때문이다.

* 건물 구조 및 건축양식 *
회색 벽돌의 2층 건물로서 평면 형태는 정방형이나 대각선상의 모서리에 위치한 설교단을 중심으로 좌우대칭 형태이다. 주 출입구는 북쪽과 서쪽에 똑같은 모양으로 있으며 동쪽과 남쪽에는 모서리에 조그마한 문으로 된 부출입구가 있다. 1층 바닥은 모서리의 설교단을 향하여 약 0.9/10의 경사가 져 있으며, 2층의 노대(balcony) 역시 설교단을 향해 1.2/10 경사져 있다. 벽은 길이 225mm, 나비 110mm, 두께 55mm의 회색벽돌을 사용하여 네델란드식 쌓기를 하였다.벽의 두께는 49cm로 공간쌓기를 하였으며 지면과 면하는 고막이 부분은 장대석의 화강석으로 축조하였다.1층과 2층 사이에는 벽돌의 허리 돌림띠를 두었으며 2B 두께의 붙임기둥을 설치하였다.
개구부에는 창, 문 모두 동일한 형태의 결원아치를 사용하였으며 하인방의 창대돌은 화강석으로 되어 있다. 또 정면의 작은 광창에는 창대 돌을 마구리 내쌓기한 벽돌이 지지하고 있다. 양쪽의 현관부분은 아치벽돌을 사용한 반원 아치로 key stone은 화강석으로 되어 있으며 porch의 천장은 나무널로 마무리되어 있다. 그리고 석조로 된 아치대를 받치고 있는 기둥에 커다란 원형 주철관을 사용하고 있는 점이 특이하다. 지붕의 구조는 맨사드 지붕틀로서 평보를 내부에 설치된 2개의 기둥으로 지지하고 있으며 굴뚝이 올라와 있는 부분을 제외하고는 함석 잇기를 하였다. 실내의 바닥은 마루널을 설교단을 향하여 경사지게 깔았으며, 벽은 회반죽으로 마감하였다.",,없음,없음,불가,전연령,,0.0,0,0.0,062-650-7647,,,연중개방,,0
1621368,12,0,20120503113930,,20211112162350,,,오지호생가,http://tong.visitkorea.or.kr/cms/resource/93/1587593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/1587593_image3_1.jpg,5,3,A02,A0201,A02010500,광주광역시 동구 지호로 81-20,(지산동),61443,126.9387807218,35.1486083693,6.0,"오지호 생가는 지방기념물로 지정되어 있으며, 서양화가의 대가 오지호선생이 조선대 교수로 재직하던 1954년 이후 1982년 세상을 떠날 때까지 약 30년간 살던 집으로 100년전 건물을 1986년에 전체적으로 보수하였다. 건물은 안채와 문간채로 안채는 우진각 지붕의 초가인데, 정면 4칸, 측면 2칸의 전, 후 퇴집이다. 전면은 1칸, 반의 부엌과 1칸의 방이 셋이며, 후면에는 툇마루와 골방이 있고, 부엌에는 살창과 천장을 복원했으며, 판장으로 된 부엌문을 옛 것 그대로 달았다. 문간채는 오지호 선생의 화시로 여섯평 정통 유럽양식의 집이다. <br>",,없음,없음,없음,,,0.0,0,0.0,062-608-2402,,,,,
1621014,12,0,20120503014128,"<a href=""https://www.gwangsan.go.kr/culture/index.php	
""target=""_blank"" title=""새창 : 광산구 문화관광"">https://www.gwangsan.go.kr/culture/index.php</a>",20220420110735,,,왕동저수지,http://tong.visitkorea.or.kr/cms/resource/87/1587387_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1587387_image3_1.jpg,5,1,A01,A0101,A01011700,광주광역시 광산구 본량동서로 259,(왕동),62205,126.7142160986,35.1950132321,6.0,"왕동저수지는 광주광역시 광산구에 위치한 용진산 서쪽 골짜기에 위치하고 있으며, 이른 아침에 피어 오르는 물안개가 장관인 곳이다. 낚시하기 좋은 저수지로 많은 낚시꾼들이 찾는 곳이기도 하다. 광산구 본량동 주민센터-왕동저수지-원당마을-용진산-사호동 마을까지 10km 구간에 조성된 고향길은 왕동저수지와 옛 시골 분위기를 느낄 수 있는 좋은 산책로다.<br>",,없음,없음,없음,,,0.0,0,0.0,062-960-8507,,,,,
129198,12,0,20060811000000,"<a href=""http://culture.gwangsan.go.kr/"" target=""_blank"" title=""새창 : 광산구 문화관광 사이트로 이동"">http://culture.gwangsan.go.kr</a>",20211012172402,,,용아생가,http://tong.visitkorea.or.kr/cms/resource/55/1989655_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/1989655_image3_1.jpg,5,1,A02,A0201,A02010500,광주광역시 광산구 소촌로46번길 24,(소촌동),62387,126.7949378633,35.1495280614,6.0,"이 곳은 우리나라 현대 문학의 개척자 중 한 사람으로 초창기 시단을 빛낸 시인 용아 박용철(1904∼1938) 선생의 생가이다. 선생은 이곳에서 새로운 문명을 소개하고 자주독립 정신을 일깨워 주기도 하였다. 용아의 생가는 1970년대 새마을 사업으로 초가지붕을 시멘트 기와와 슬레이트 등으로 개량하였으나 1995년 문화재 복원 사업을 실시, 다시 초가지붕으로 복원하여 관리하고 있다. 본채와 사랑채, 행랑채, 사당, 서재 등이 남아 있다. 본채는 정면 5칸, 측면 2칸으로 높다란 막돌 기단 위에 세웠다. 왼쪽은 부엌이며, 중앙 2칸은 방인데, 4개로 나누어 열리는 문을 갖고 있다. 나머지 2칸은 2개로 열리는 정자 살문이다. 사랑채도 5칸인데 오른쪽부터 부엌, 방, 마루의 차례로 되어 있다. 사당은 정면 3칸 , 측면 1칸의 맞배지붕이다. 행랑채는 4칸으로 사랑채로 들어가는 대문이 있다. 이 집은 용아의 고조부가 지었다고 전해지나 19세기 후반에 지은 것으로 추정된다.<br /><br />박용철 선생은 광주 공립 보통학교와 서울의 배재고등학교를 졸업했고 동경 청산학원에서 공부하면서 김영랑과 사귀게 되었다. 졸업 후 다시 외국어학교 독문과에서 수학한 후 연희전문학교를 수학하고 고향에 돌아와 문학활동에 전념하였다. 김영랑, 정지용, 정인보, 변영로 등과 문학 동인으로 활동하였으며, 1930년 「문예월간」을 창간하여 외국문학을 소개하였다. 1931년에는 김영랑, 정지용 등과 함께 순수시 전문지인 「시문학」을 발간하여 창간호에 대표작인 「떠나가는 배」「밤기차에 그대를 보내고」등을 발간하였고, 극예술연구회의 동인으로 신극운동을 전개하였으며, 해외 시의 이론을 번역하여 소개하기도 하였다. 이 무렵 문단은 프로문학에 깊은 영향을 받았으나, 그는 김영랑 등과 함께 순수시 운동을 펼쳤다. 정렬적이고 남성적인 그의 시세계는 30년대 서정시 발전에 선구적 역할을 하였다. 선생이 시를 통하여 마음을 가다듬어 곱게 바치려 한 것은 티끌없이 향 맑은 시혼의 순정 세계였다. 그러나 그는 1938년 35세의 젊은 나이에 병사하였다. 1939년 「박용철 전집」을 간행하였는데, 서두에는 그의 대표작 「떠나가는 배」가 실려 있다. 후에 그의 아름다운 시 정신을 기리기 위해 후배들이 광주 공원에 시비를 세워 기념하고 있다.<br>",,없음,없음,불가,,,0.0,0,0.0,062-944-1340,,없음,,,
250449,12,0,20071030090000,"광산구 문화관광 <a href=""https://www.gwangsan.go.kr/culture/"" target=""_blank"" title=""광산구 문화관광 사이트로 이동"">https://www.gwangsan.go.kr/culture/</a><br />문화재청 <a href=""http://www.cha.go.kr/"" target=""_blank"" title=""문화재청 사이트로 이동"">http://www.cha.go.kr</a>",20220603133100,,,용진정사,,,5,1,A02,A0201,A02010700,광주광역시 광산구 본량동서로 180-48,(왕동),62205,126.7246040095,35.1973159241,6.0,"* 호남 의병활동의 본거지, 용진정사 *
용진정사는 용진산 남쪽의 산록에 자리잡고 있다. 한말의 도학자 후석(後石) 오준선(吳駿先:1851∼1931)이 일본이 한국을 병탄하자 망국의 한을 달래면서 용진산에 강당을 짓고 후진 양성에 힘쓴 곳으로서 한말 호남 의병활동의 본거지이기도 하였다. 이곳은 원래 용진사가 있던 곳으로 삼봉 정도전, 우암 송시열 등이 다녀갔던 곳으로 전해진다. 절이 허물어진 뒤 청안이씨들이 그 터를 가지고 있었으나, 후석이 정사를 짓는다는 말을 전해듣고 옛 절터의 상대와 중대를 희사함으로써 정사를 지을 수 있었다. 후석이 별세한 뒤 문인들이 정사 동쪽에 3칸의 용진영당(湧珍影堂)을 세우고 1924년 석지 채용신이 그린 초상화를 모셨다. 영당의 좌우벽에는 큰아들 북파 오헌수와 둘째 아들 도호 오동수의 영정이 함께 걸려있다.

* 일제강점기의 의병, 후석 오준선 *
후석은 본관이 나주이며 광산구 도덕동 도림마을에서 오하규의 아들로 태어났으나 백부 향규에게 입양되었다. 8세 때부터 이웃에 사는 친척 오태규로부터 사서와 근사록을 배웠다. 이어 18세 때부터 노사 기정진에게 배웠으며, 이를 계기로 송사 기우만, 식재 기재, 현와 고광선 등과 사귀었고, 전재 임헌회, 입재 송근수 등에게서 학문의 폭을 넓혔다. 그의 학문 체계는 경학, 성리학, 예학, 의리론 등의 영역에서 찾을 수 있다. 1910년 일제는 명사들을 회유하기 위하여 은사금이라는 금품을 지급하려 하였는데, 이를 거절하자 헌병대로 끌려 가 갖은 협박을 가했으나 끝내 받기를 거절하였다. 이후 1917년 용진산에 들어가 1931년 세상을 떠날 때까지 후학을 가르치니, 문하생이 600여명에 이르렀다. 1919년 고종이 승하 하시자 문하생들과 용진정사 앞의 바위에서 통곡하였는데, 그뒤 이 바위를 읍궁암(泣弓岩)이라 불렀고, ""원수를 갚기 전에는 상복을 벗을 수 없다.""하여 일생동안 백립을 쓰고 지냈다. 명정에 조선유민이라 쓰도록 유언하였다. 1934년에 그의 학문적 체계를 정리한 문집 25권 12책이 간행되었다.

[문화재 정보]
지정종목 : 문화재자료
시대 : 조선
종류 : 가옥",,없음,없음,없음,,,0.0,0,0.0,광주시 광산구 문화예술과 062-960-8289,,,,,
127073,12,0,20031223090000,"<a href=""https://tour.gwangju.go.kr/home/tour/info/history/001.cs?act=view&infoId=97"" target=""_blank"" title=""새창 : 광주문화관광 사이트로 이동"">https://tour.gwangju.go.kr</a>",20220513172338,,,우일선 선교사 사택,http://tong.visitkorea.or.kr/cms/resource/17/2493617_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2493617_image2_1.jpg,5,2,A02,A0201,A02010900,광주광역시 남구 제중로47번길 20,,61643,126.9118416921,35.1383979557,6.0,"* 한국 근대 건축의 흐름 이해에 도움이 되는 저택, 우일선 선교사 사택 *<br /><br />우일선 선교사 사택은 양림산 기슭에 동향으로 세워진 2층 벽돌 건물로 광주에 현존하는 양식 주택으로는 가장 오래된 건물이다. 미국인 선교사 우일선(Wilson)에 의해 1920년대에 지어졌다고 전해올 뿐 정확한 건립 연대는 알 수 없다. 현재 내부를 개조하여 대한예수교 장로회 사무실로 사용하고 있으며, 한국 근대 건축의 흐름을 이해하는 데 도움이 되는 귀중한 자료이다. 평면 정사각형으로 1층은 거실, 가족실, 부엌, 욕실 등이 있고, 2층은 사생활공간으로 침실을 두었다. 지하층은 창고와 보일러실이다. 동향인 점은 한국의 전통적인 방위관을 받아들인 것이라 해석된다. 크기는 정면 10.6m이다. 구조는 벽이 두께 55mm의 회색벽돌로 네델란드식으로 쌓아져 있고 내부는 회반죽으로 마감했으며, 고막이부분은 화강석을 쌓아 처리했다. 개구부는 모두 반원형의 아치로 만들었다. 창문 외부는 열개창, 내부는 오르내리창의 이중창으로 되어 있다. 1층과 2층을 구별하기 위하여 벽돌로 돌림띠를 두어 외벽에 변화를 주었다.<br /><br />* 우일선 사택의 유래 *<br /><br />우일선과 그의 가족은 이 주택에서 살면서 선교활동을 하다가 1986년 재단법인 대한예수교장로회 전남노회유지재단에 이를 넘겼다. 우씨 가족은 전남노회재단에 주택을 넘기면서 선교활동 장소로 사용하라는 조건으로 싼값에 팔았다.<br>",,없음,없음,없음,,,0.0,0,0.0,062-607-2333,,,,,
2650751,12,0,20200330195703,"<a href=""https://tour.gwangju.go.kr/home/tour/info/village/002.cs?act=view&infoId=54""target=""_blank"" title=""새창: 광주 문화관광"">https://tour.gwangju.go.kr/</a>",20220519173710,,,운림동 미술관거리,,,5,3,A02,A0203,A02030600,광주광역시 동구 증심사길 9,(운림동),61493,126.9536992090,35.1342185802,6.0,"소태동의 배고픈 다리를 넘어서면 소박한 붉은 벽돌의 국윤미술관을 만날 수 있으며 좀 더 무등의 품에 가까이 가면 조각공원과 갤러리가 함께 있는 우제길 미술관과 무등현대미술관이 위치해 있다. 그리고 증심사를 올라가는 길목에 평생 무등을 사랑한 의재와 그의 작품을 기리는 의재미슬관이 무등의 자태와 정신을 닮아 뽐내지 않고 자랑하지 않는 모습을 견지하고 있다. 운림동 아트밸리,운림동 미술관 거리는 그렇게 집으로 돌아가는 포근한 길목처럼 모두를 기다리고 있다.<br /><br /><출처 : 광주 문화관광><br>",,없음,없음,없음,,,0.0,0,0.0,062-670-7941,,,매주 월요일,,"의재미술관 : 09:30 ~ 18:00<br />
무등현대미술관 : 09:30 ~ 18:00<br />
국윤미술관 : 09:30 ~ 18:00<br />
우제길미술관 : 09:30 ~ 18:00<br />
오지호기념관 : 09:30 ~ 18:00"
1955608,12,0,20141013152242,"<a href=""http://www.bukgu.gwangju.kr/culture/"" target=""_blank"" title=""광주북구 문화관광 사이트로 이동"">http://www.bukgu.gwangju.kr/culture</a>",20211215160700,,,운암서원(광주),,,5,4,A02,A0201,A02010700,광주광역시 북구 무등로 1040,,61148,126.9693640149,35.1532028131,6.0,"박신윤(朴身潤)을 기리는 사당으로 출발한 것인데, <경상도읍지><창원대도호부지>에 “운암서원 재부남오리사화 증호조좌랑우곡박신윤독향 숙묘조임오립사 헌종조갑진 인도논호(雲巖書院 在府南五里沙火 贈戶曹佐郞愚谷朴身潤獨享 肅廟朝壬午立祠 憲宗朝甲辰 因道論號)”라 기록하고 있다. 위의 기록으로 보아 운암서원은 1702년(숙종 28)에 사당으로 건립되었다가 1844년(헌종 10)에 서원으로 승격되었다. 1871년(고종 8) 서원철폐령으로 폐원되고 5년 뒤인 1876년(고종 13)에 중건되어 밀양박씨 문중의 재실로 사용되어 오다가 1949년부터 석채(釋菜)를 봉행하였다. 그 후 종회에서 서원 복원을 계획하여 오다가 2001년에 공사를 시작하여 3년 후에 완공하였다. 이 때 제향인물이 달라져서 종전처럼 박신윤을 단독 배향하지 않고 주벽을 고려조에 판서를 지낸 송은 박익(松隱 朴翊)으로 하고, 송은의 중자(仲子)인 박소(朴昭), 인당의 5세손인 박홍정(朴弘貞)을 추가 배향하였다.<br>",,없음,없음,없음,,예절교육(예절교육),0.0,0,0.0,062-410-6622,,,,,
1621689,12,0,20120504000051,"<a href=""http://www.cha.go.kr/"" target=""_blank"" title=""문화재청 사이트로 이동"">http://www.cha.go.kr</a>",20220404171108,,,운천사마애여래좌상,http://tong.visitkorea.or.kr/cms/resource/52/1587752_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1587752_image3_1.jpg,5,5,A02,A0201,A02010700,광주광역시 서구 금호운천길 85-15,(쌍촌동),62001,126.8542355879,35.1418410394,6.0,"원효대사가 무등산 원효사에 머무르던 어느 날 서쪽 하늘에 서기(瑞氣)가 가득함을 보고 제자 보광화상을 현지에 보냈더니 뜻밖에 큰 바위에서 빛이 솟아나오므로 그 곳에 불상을 새긴 것이 이 마애불이라고 전하며, 이 곳에 절을 지어 정토사라 불렀다 하나 고증할 기록이나 유물은 없다. 이 불상은 큰 자연 암벽에 불상을 양각하고, 그 암벽에 붙여 집을 지어 불당으로 하였으니, 앉은 높이 가 2m 정도의 큰 불상으로 중국 운강석굴의 대불을 연상시킨다. 조각양식은 32상 80종호의 특징을 따르고 있으나 두부에 비해 몸체가 지나치게 과장되었고, 어깨, 팔, 손이 너무 커서 둔중하고 경직되어보이는데 이는 고려불상에서 흔히 나타나는 현상이기도 하다. 머리에는 육계가 있고 머리카락은 나발인데 마멸이 심하여 이마에 백호공이 얇게 보이며, 귀는 어깨까지 내리고 목에는 삼도가 뚜렷하다. 법의는 우견편단이나 의습은 발을 덮어 내리는 양식으며, 음각된 의문은 평행단상으로 형식화가 뚜렷하다. 수인은 복부에 양손을 마주하여 어떤 물체를 위로부터 덮고 있는 듯 한데 보주인지 악기인지 알 수가 없다. 뒤로는 한줄의 신광과 삼중선의 두광이 있고 가장 안쪽 두광에 연엽문이 새겨있을 뿐 다른 장식은 없다. 전체적으로 근엄, 둔중하고 괴체화 된 것으로 미루어 전기한 원효스님의 전설과는 달리 고려 시대에 조성된 것이 틀림없다.<br /><br />* 규모 : 높이 2.1m / 재료 : 화강석 <br>",,없음,없음,없음,,,0.0,0,0.0,062-375-0053,,,연중무휴,,
1621652,12,0,20120503235322,"<a href=""http://tour.gwangju.go.kr"" target=""_blank"" title=""새창: 광주 문화관광 홈페이지로 이동"">http://tour.gwangju.go.kr</a>",20220222140001,,,운천저수지,http://tong.visitkorea.or.kr/cms/resource/74/2616874_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2616874_image3_1.jpg,5,5,A01,A0101,A01011700,광주광역시 서구 운천로 165,(쌍촌동) 일대,61998,126.8562352777,35.1471654718,6.0,"1951년 마륵동 농경지에 농업용수를 공급하고 재해방지를 위해 축조 주변의 대규모 택지개발(금호,상무지구)로 도시중심에 위치하게 되고, 상류수원 고갈과 오폐수가 유입되어 악취와 해충서식지로 전락하게되어 각종 민원이 유발되던 곳을 '95년 민선 1기 이정일 청장 취임후 년차별 사업추진으로 하수와 오폐수 유입을 차단하고 맑은물을 공급한 결과 자정능력이 회복되어 각종 조류가 날아드는 자연생태공원으로 변모 했다.<br>",,없음,없음,없음,,,0.0,0,0.0,062-360-7990,,,없음,,
346906,12,0,20071221191611,"<a href=""https://cafe.naver.com/wongaksa"" target=""_blank"" title=""새창 : 원각사 카페 페이지로 이동"">https://cafe.naver.com/wongaksa</a>",20220607111644,,,원각사(광주),,,5,3,A02,A0201,A02010800,광주광역시 동구 중앙로 197,(금남로4가),61472,126.9159076880,35.1508243988,6.0,"* 시민의 삶에 불교를 심는 사찰, 원각사 *<br /><br />광주시 동구 금남로 번화가에 위치한 대한 불교조계종 송광사의 광주 포교당으로 최근 중창된 대웅전, 사회활동장인 원각루, 그리고 요사채 두 동이 있다. 원각사 앞으로는 쉴 새 없이 자동차와 사람들이 오가며, 절에도 많은 사람이 참배하고 많은 모임과 행사를 통해 포교활동을 하고 있다. 특히, 불일서점이 있어 불교용품을 직접 팔고 있어 불교신자들에게 도움이 되고 있다. 법회에는 지장법회. 관음법회, 초사흘법회, 합창단법회, 어린이법회, 중고등학생법회, 청년회법회, 신도회법회, 거사림법회 등이 있고, 복지시설을 찾아 선행하는 청년회와 선우회, 그리고 음악회를 통해 선행하는 울림이라는 신행단체도 운영되고 있다.문화행사도 요가, 사군자법회 등 60여회의 다양한 법회가 있다. 복혜쌍수(福慧雙修)의 도량 광주 원각사는 다른 사찰과 다르게 인터넷 홈페이지도 개설되어 있고, 격월로 소식지도 발간하고 있어 말 그대로 완벽한 포교당의 역할을 하고 있다.<br /><br />* 원각사의 역사 *<br /><br />1914년 선암사의 장금봉에 의해 선암사의 광주 포교당으로 창건되었다. 금봉기림의 뒤를 이어 신봉 및 청호로 계승되어져 1932년 포교사 하석이 부임하였고, 그 이후 이필중이 선친 송은 이규석의 유지를 받들어 중수 확장하였다. 1944년 당시 선암사의 관선 주지를 맡고 있던 포광 김영수가 지은 원각사의 창건과 그 내력을 알려주는 〈송은 이규석 박씨대덕화 헌성기념비〉(松隱 李圭錫 朴氏大德華 獻誠紀念碑)를 건립하였다.<br>",,없음,없음,불가,,,0.0,0,0.0,062-223-3168,,있음,연중무휴,,일출~일몰
126350,12,0,20031223000000,"<a href=""http://tour.gwangju.go.kr/home/tour/info/history/001.cs?act=view&infoId=212""target=""_blank"" title=""새창: 광주 문화관광 홈페이지로 이동"">http://tour.gwangju.go.kr</a><br><a href=""https://www.wonhyosa.org"" target=""_blank"" title=""새창 : 원효사 사이트로 이동"">https://www.wonhyosa.org</a>",20211112164750,062-266-0326,문경운,원효사,http://tong.visitkorea.or.kr/cms/resource/48/2675648_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/48/2675648_image2_1.JPG,5,4,A02,A0201,A02010800,광주광역시 북구 무등로 1514-35,,61147,126.9857793462,35.1486258304,6.0,"* 원효대사가 지은 사찰, 원효사 *<br /><br />
무등산 원효계곡의 웅장한 산세 속에 있으며 한국에서 가장 아름다운 누각을 가지고 있는 전통사찰이다. 신라 때 원효대사가 산의 수려함을 사랑하여 이곳에 암자를 세우고 지냈다하여 원효암이라 이름을 지었다고 전해진다. 원효봉 한 기슭에 있는 원효사 동부도는(지방유형문화재) 현존하는 부도 중 조각기법이 가장 뛰어난 작품으로 사면에 동물모양의 해학적 모습이 특이하다.절 바로 앞에 높고 긴 계단이 있고 양옆으로 하늘을 뒤덮은 우거진 대숲 때문에 절을 향해 나 있는 통로가 마치 하늘을 오르는 듯한 착각을 불러일으키게 한다. 1980년 5월 대웅전 신축 작업 중 국립광주박물관 학예연구팀에 의해 발굴된 청동, 청동불 입상, 동경(구리거울),각종 소조불 등 백여 점의 유물은 통일신라 말에서 조선시대에 이르는 다양한 시대의 것들로서 원효사의 오랜 역사를 말해준다. 현재 국립광주박물관에 보관되어 있다.<br /><br />* 무등산에 있는 다양한 사찰 *<br /><br />무등산에는 증심사(證心寺)와 원효사, 천문사(天門寺)·미력사(彌力寺)·동국사(東國寺)·보덕사(普德寺)·백운암(白雲庵)·약사암(藥師庵) 등의 사찰이 있어 등반의 또 다른 재미를 선사한다. 증심사는 통일신라시대 철감국사(哲鑑國師) 도윤(道允)이 창건한 절로서, 이곳에는 철조비로자나불좌상(鐵造毘盧舍那佛坐像:보물), 5층 석탑·오백나한전(五百羅漢殿) 등이 있으며, 증심사의 말사인 약사암에는 석조여래좌상(石造如來坐像:보물)이 있다. 원효사는 신라시대 원효대사(元曉大師)가 창건한 절인데, 증심사와 함께 한국전쟁 당시 때 공비 토벌작전으로 소실되었다가, 근년에 복구되었다. <br>",,불가,없음,없음,,,0.0,0,0.0,062-266-0326,,있음,연중무휴,,일출~일몰
129200,12,0,20060811000000,"<a href=""http://www.cha.go.kr/"" target=""_blank"" title=""새창: 문화재청 홈페이지로 이동"">http://www.cha.go.kr</a>",20211015104547,,,월계동 장고분,http://tong.visitkorea.or.kr/cms/resource/63/1989663_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/1989663_image3_1.jpg,5,1,A02,A0201,A02010700,광주광역시 광산구 월계로 155,(월계동),62260,126.8421181890,35.2139521320,6.0,"월계동 장고분은 영산강 상류의 낮은 구릉지대에 있는 장구촌마을에 있으며, 발달된 방부(方部)와 방패형 주호(周濠), 나팔형 토기 등의 유물이 출토되었다. 발달된 방부(方部)와 방패현 주호(周濠), 크게 벌어진 나팔형 토기 등이 특징으로 옛 무덤 발달사 연구에 중요한 유적이다. 또한 일본의 전방후원분(前方後圓墳) 기원과 관련하여 고대 한일관계사를 밝히는데도 많은 자료를 제공하고 있다. 광주 첨단산업기지 조성 계획에 의하여 전남대학교 박물관에서 1993년과 1995년 두차례 발굴조사를 실시하였다.<br /><br />1호분은 일제강점기 시대에 도굴되었으며 봉토가 깍여 단애면을 이루고 있었다. 복원된 봉분의 전체 길이는 45.3m, 높이 2.8∼6.1m이며, 주호는 너비 14.2m∼5.5m 깊이는 1.5m 내외이다. 봉분은 몇 개의 구역으로 나뉘어 동시에 판축 성토되었으며, 장축 방향은 원부가 동남동에 방부가 서북서에 있다. 널길이 있는 횡혈식(橫穴式) 석실로 원부의 한쪽에 치우쳐 원부와 함께 축조 되었다. 석실의 방향은 널방이 동북동, 널길이 서남서에 있다.석실벽은 할석(割石)을 벽돌처럼 쌓고 판석으로 천장을 덮었으며, 바닥은 큰 할석을 깐 다음 맨 위에 강자갈을 깔고 석관을 설치 하였다. 석실의 크기는 널방 길이4.5m, 너비2.8m, 높이2.7m이며, 널길은 현길이 2.8m, 너비 1.4m, 높이 1.6m 내외이다. 석실 내부는 도굴되었으나 귀고리 1점, 철제 화살촉 1점, 토기편 등 약간의 유물이 출토되었으며, 주호에는 적갈색 원통형 토기, 나팔형 토기, 유공광구호(有孔廣口壺) 등의 많은 토기들이 파괴된 채 출토되었다.<br /><br />경작과 도굴로 많은 부분이 유실되어 원부 정상에는 판석 일부가 노출되어 있었다. 복원된 봉분의 전체 길이 34.5m, 높이1.5m∼3.5m이며, 주호는 너비 4.5m∼8.5m, 깊이 1m 내외이다. 봉분은 몇 개로 나누어 판축하였으며 방부를 원부에 붙여 축조하였다. 장축 방향은 원부가 동쪽에, 방부가 서쪽에 있다. 횡혈식 석실로 원부와 동시에 축조되었다. 장축 방향은 널방이 동남쪽, 널길이 서북쪽에 있다. 석실벽은 할석을 벽돌처럼 쌓았으나 일부 장대석을 사용한 곳도 있다. 바닥은 1겹의 판석을 깔았다. 석실의 크기는 널방 길이 3.8m, 너비 2.4m, 현 높이 1m내외이며 널길은 파괴되어 현 길이 2.5m, 너비1.5m만 남아 있다. 도굴과 봉분의 유실로 인하여 석실에서는 철도자편(鐵刀子片), 토기편, 유리구슬만이 출토되었다. 주호 시설에는 적갈색 원통형토기 등이 파괴된 채 출토되었다.<br /><br />* 소유자 - 광주광역시청<br />* 수량 - 2 기<br />* 시대 - 삼국시대(백제)<br>",,없음,없음,없음,,,0.0,0,0.0,062-960-8252,,,,,
