areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,title,addr1,addr2,tel,zipcode
39.0,A01,A0101,A01011400,2792599,12,20211213095507,http://tong.visitkorea.or.kr/cms/resource/20/2800520_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2800520_image2_1.jpg,126.2625726517,33.4190907055,6.0,20211216103302,0.0,4.0,한림항,제주특별자치도 제주시 한림읍 한림해안로 192,,,63031
39.0,A05,A0502,A05020100,404187,39,20080120073431,http://tong.visitkorea.or.kr/cms/resource/34/401534_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/401534_image3_1.jpg,126.9350132695,33.4632076713,6.0,20220622110651,19630.0,3.0,한성식당,제주특별자치도 서귀포시 성산읍 일출로 287,,064-782-4646,63643
39.0,A02,A0203,A02030400,930345,12,20100120222156,,,126.2791762257,33.4431244167,6.0,20220414103917,31225.0,4.0,한수풀 해녀학교,제주특별자치도 제주시 한림읍 한림해안로 623-6,,,63024
39.0,A03,A0302,A03021700,2747693,28,20210923130932,http://tong.visitkorea.or.kr/cms/resource/61/2748161_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2748161_image2_1.jpg,126.8377886212,33.3305818547,6.0,20210923165236,0.0,3.0,한우물영농조합법인 제주캠핑카라반,제주특별자치도 서귀포시 표선면 표선백사로 176,,,63629
39.0,B02,B0201,B02010500,138195,32,20051118000000,http://tong.visitkorea.or.kr/cms/resource/99/1180899_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1180899_image3_1.jpg,126.6380671275,33.4488572540,6.0,20211014133445,40301.0,4.0,한화리조트 제주,제주특별자치도 제주시 명림로 575-107,,064-725-9000,63330
39.0,A01,A0101,A01011200,126451,12,20030909090000,,,126.6683567720,33.5439000013,6.0,20220524152037,54373.0,4.0,함덕 서우봉 해변 (함덕해수욕장),제주특별자치도 제주시 조천읍 조함해안로 519-10,,,63333
39.0,A04,A0401,A04010100,2765345,38,20211101105721,http://tong.visitkorea.or.kr/cms/resource/28/2769228_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2769228_image3_1.jpg,126.6679763333,33.5402420671,6.0,20211105151931,0.0,4.0,함덕민속오일시장,제주특별자치도 제주시 조천읍 함덕16길 15-13,,,63333
39.0,B02,B0201,B02010700,1882595,32,20140107191006,,,126.6649015424,33.5427778482,6.0,20220310134835,9237.0,4.0,함덕삼다펜션,제주특별자치도 제주시 조천읍 조함해안로 488,,064-782-1700,63333
39.0,A02,A0206,A02060100,130857,14,20060811000000,http://tong.visitkorea.or.kr/cms/resource/24/1830724_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1830724_image2_1.jpg,126.8634514136,33.5235831721,6.0,20211101175005,38159.0,4.0,해녀박물관,제주특별자치도 제주시 구좌읍 해녀박물관길 26,,,63362
39.0,A05,A0502,A05020100,2676211,39,20201013144816,,,126.2606590431,33.4140051268,6.0,20211203131206,0.0,4.0,해녀세자매,제주특별자치도 제주시 한림읍 한림로3길 10-11,,,63032
39.0,A05,A0502,A05020100,2666735,39,20200810141512,,,126.9123061050,33.4978173678,6.0,20211229180306,0.0,4.0,해녀의 부엌,제주특별자치도 제주시 구좌읍 해맞이해안로 2265,,,63364
39.0,A05,A0502,A05020100,2822495,39,20220531175720,http://tong.visitkorea.or.kr/cms/resource/80/2822480_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2822480_image3_1.jpg,126.6934544536,33.5499080725,6.0,20220531175743,0.0,4.0,해녀의부엌 북촌점,제주특별자치도 제주시 북촌9길 31 북촌리어촌계,,,63339
39.0,A05,A0502,A05020100,2758855,39,20211019101455,http://tong.visitkorea.or.kr/cms/resource/97/2759097_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2759097_image2_1.jpg,126.4921643149,33.5192638011,6.0,20211027142606,0.0,4.0,해녀잠수촌,제주특별자치도 제주시 서해안로 498,(용담삼동),,63114
39.0,A05,A0502,A05020100,2786457,39,20211206134500,http://tong.visitkorea.or.kr/cms/resource/63/2786463_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2786463_image2_1.jpg,126.7098973832,33.5536884744,6.0,20211206134751,0.0,4.0,해녀촌 (해녀촌식당),제주특별자치도 제주시 구좌읍 동복로 33,,,63347
39.0,A05,A0502,A05020100,1420586,39,20111028093349,,,126.5211701662,33.5175005700,6.0,20211122161607,17390.0,4.0,해녀횟집,제주특별자치도 제주시 탑동로 33,,064-724-6212,63166
39.0,B02,B0201,B02010700,733924,32,20090513165957,http://tong.visitkorea.or.kr/cms/resource/50/733350_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/733350_image3_1.jpg,126.9225419911,33.4691290372,6.0,20211210112007,21202.0,3.0,해뜨는집 펜션,제주특별자치도 서귀포시 성산읍 한도로 137,,064-784-8812,63639
39.0,A02,A0203,A02030600,2778905,12,20211124144026,http://tong.visitkorea.or.kr/cms/resource/78/2781578_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2781578_image2_1.jpg,126.7427251632,33.5504226979,6.0,20211126111053,0.0,4.0,해맞이해안로,제주특별자치도 제주시 구좌읍 김녕리,,,
39.0,B02,B0201,B02010500,138184,32,20040615000000,,,126.8447465590,33.3215135225,6.0,20210616094830,31407.0,3.0,해비치리조트,제주특별자치도 서귀포시 표선면 민속해안로 537,,,63629
39.0,B02,B0201,B02010100,551958,32,20080422012814,,,126.8447465590,33.3215135225,6.0,20220519170817,35268.0,3.0,해비치호텔,제주특별자치도 서귀포시 표선면 민속해안로 537,,,63629
39.0,A05,A0502,A05020100,2788879,39,20211208092955,http://tong.visitkorea.or.kr/cms/resource/73/2796273_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2796273_image2_1.jpg,126.3750059087,33.4817883145,6.0,20211214143345,0.0,4.0,해성도뚜리,제주특별자치도 제주시 애월읍 애월해안로 682,,,63049
39.0,B02,B0201,B02011100,2626708,32,20191017141845,,,126.4213570284,33.2523116402,,20201214150539,0.0,3.0,해성파크텔,제주특별자치도 서귀포시 천제연로 158-4,(중문동),,63546
39.0,A05,A0502,A05020100,2767722,39,20211103134050,http://tong.visitkorea.or.kr/cms/resource/65/2772065_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2772065_image3_1.jpg,126.4265454751,33.2519423178,6.0,20211110104931,0.0,3.0,해심가든/해심갈비,제주특별자치도 서귀포시 천제연로 203-4,(중문동),,63545
39.0,A05,A0502,A05020100,2678713,39,20201026134024,http://tong.visitkorea.or.kr/cms/resource/46/2675146_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2675146_image2_1.jpg,126.4759662752,33.4949245721,6.0,20210310164517,0.0,4.0,해오름식당,제주특별자치도 제주시 오일장서길 21,,064-744-0367,63116
39.0,A05,A0502,A05020100,2755470,39,20211012095300,http://tong.visitkorea.or.kr/cms/resource/58/2755658_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2755658_image2_1.jpg,126.9172098252,33.4385239984,6.0,20211012142928,0.0,3.0,해왓,제주특별자치도 서귀포시 성산읍 신고로 30-1,,,63641
39.0,A05,A0502,A05020100,2758845,39,20211019100747,http://tong.visitkorea.or.kr/cms/resource/85/2758885_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2758885_image2_1.jpg,126.3699918015,33.2630179827,6.0,20211019110259,0.0,3.0,해월정 서귀포점,제주특별자치도 서귀포시 안덕면 일주서로 1355,,,63532
39.0,A05,A0502,A05020100,1308810,39,20110615104010,http://tong.visitkorea.or.kr/cms/resource/26/1937226_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/1937226_image3_1.jpg,126.5284972871,33.5183894775,6.0,20211123113841,20331.0,4.0,해진횟집,제주특별자치도 제주시 서부두길 22-1,(건입동),064-722-4584,63276
39.0,A02,A0204,A02040800,2704242,12,20210119015410,,,126.8926535085,33.4433425133,6.0,20220520095906,0.0,3.0,해품은체험농장,제주특별자치도 서귀포시 성산읍 서성일로 1078-14,,,63631
39.0,A03,A0302,A03021700,2737361,28,20210830142706,http://tong.visitkorea.or.kr/cms/resource/52/2737852_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2737852_image2_1.jpg,126.6082077637,33.2405103429,6.0,20210831101728,0.0,3.0,햇살정원 제주캠핑&민박,제주특별자치도 서귀포시 보목포로65번길 6,(보목동),,63599
39.0,A05,A0502,A05020900,2824043,39,20220616134914,,,126.5220815945,33.5000525164,6.0,20220616134923,0.0,4.0,행복밀,제주특별자치도 제주시 서광로 239 웰빌딩,,,63182
39.0,A05,A0502,A05020900,2664574,39,20200722111729,,,126.5788796660,33.2441900267,6.0,20211119161704,0.0,3.0,허니문하우스,제주특별자치도 서귀포시 칠십리로 228-13,,,63599
39.0,A02,A0206,A02060300,1911160,14,20140404112111,http://tong.visitkorea.or.kr/cms/resource/03/1909403_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1909403_image3_1.jpg,126.3521344149,33.2900841569,6.0,20211217110958,7486.0,3.0,헬로키티아일랜드,제주특별자치도 서귀포시 안덕면 한창로 340,,,63526
39.0,A05,A0502,A05020300,2792543,39,20211213092344,http://tong.visitkorea.or.kr/cms/resource/42/2800442_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2800442_image2_1.jpg,126.2424721239,33.3966484295,6.0,20211216101359,0.0,4.0,협재 수우동,제주특별자치도 제주시 한림읍 협재1길 11,,,63011
39.0,A01,A0101,A01011900,129619,12,20070713000000,,,126.2381504642,33.3882881753,6.0,20210901141057,30261.0,4.0,협재굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,(한림읍),,63011
39.0,A01,A0101,A01011400,2792603,12,20211213095713,http://tong.visitkorea.or.kr/cms/resource/08/2799808_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2799808_image2_1.jpg,126.2498106961,33.3822279176,6.0,20211215164753,0.0,4.0,협재포구,제주특별자치도 제주시 한림읍 협재리,,,
39.0,A05,A0502,A05020100,2758859,39,20211019101719,http://tong.visitkorea.or.kr/cms/resource/08/2759108_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2759108_image2_1.jpg,126.2439108383,33.3988648733,6.0,20211019135750,0.0,4.0,협재해녀의집,제주특별자치도 제주시 한림읍 협재3길 19,,,63011
39.0,A01,A0101,A01011200,127490,12,20030925090000,http://tong.visitkorea.or.kr/cms/resource/73/218873_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/218873_image3_1.jpg,126.2394418960,33.3937764770,6.0,20220524153216,82178.0,4.0,협재해변,제주특별자치도 제주시 한림읍 한림로 329-10,,,63011
39.0,A01,A0101,A01011300,128793,12,20060220090000,http://tong.visitkorea.or.kr/cms/resource/30/197730_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/197730_image3_1.jpg,126.3092288523,33.2080147675,6.0,20220701173439,24463.0,3.0,형제섬,제주특별자치도 서귀포시 안덕면 사계리,산44,,699-822
39.0,A01,A0101,A01011100,2742301,12,20210909140637,http://tong.visitkorea.or.kr/cms/resource/67/2742667_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2742667_image2_1.jpg,126.3157581698,33.2382615310,6.0,20211115111837,0.0,3.0,형제해안도로,제주특별자치도 서귀포시 안덕면 사계리 3682,,,63528
39.0,B02,B0201,B02010100,142974,32,20030806000000,http://tong.visitkorea.or.kr/cms/resource/54/1371654_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1371654_image3_1.jpg,126.4902569387,33.4843704127,6.0,20211129175326,25069.0,4.0,호텔 뉴크라운,제주특별자치도 제주시 신광로 87,,064-742-1001,63133
39.0,B02,B0201,B02010900,2411625,32,20160907132404,http://tong.visitkorea.or.kr/cms/resource/16/2411516_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2411516_image2_1.jpg,126.5266863526,33.5175395423,6.0,20211206134719,3215.0,4.0,호텔 리젠트마린,제주특별자치도 제주시 서부두2길 20,(건입동),064-717-5000,63276
39.0,B02,B0201,B02011100,2699863,32,20201218151509,,,126.5905592043,33.2444207422,,20201228154219,0.0,3.0,호텔 서귀피안,제주특별자치도 서귀포시 보목로64번길 178,(보목동),,63599
39.0,B02,B0201,B02010100,1979715,32,20141226110508,,,126.4882625456,33.4897531180,6.0,20210512174316,8819.0,4.0,호텔레오,제주특별자치도 제주시 삼무로 14,(연동),064-754-7000,63129
39.0,B02,B0201,B02010900,1898255,32,20140221172431,,,126.4887597098,33.4903974992,6.0,20211129171157,5252.0,4.0,호텔제이엠(HotelJM),제주특별자치도 제주시 삼무로1길 10-7,,064-747-6767,63125
39.0,A01,A0101,A01010500,126465,12,20020430000000,,,126.8953344794,33.4151428937,6.0,20210730145441,45123.0,3.0,혼인지,제주특별자치도 서귀포시 성산읍 혼인지로 39-22,(성산읍),,63633
39.0,A03,A0302,A03021100,131546,28,20020812000000,http://tong.visitkorea.or.kr/cms/resource/88/1992388_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/1992388_image2_1.jpg,126.4904193601,33.4257880081,6.0,20210820165725,23547.0,4.0,홀스랜드(어승생승마장),제주특별자치도 제주시 1100로 2659,(노형동),,63078
39.0,A05,A0502,A05020400,2781325,39,20211126035907,http://tong.visitkorea.or.kr/cms/resource/87/2800487_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2800487_image2_1.jpg,126.2517224623,33.2201653043,6.0,20220407093505,0.0,3.0,홍성방,제주특별자치도 서귀포시 대정읍 하모항구로 76,,,63506
39.0,A01,A0101,A01011400,2798892,12,20211215134947,http://tong.visitkorea.or.kr/cms/resource/24/2799824_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2799824_image2_1.jpg,126.5645634332,33.5255364838,6.0,20211215164833,0.0,4.0,화북포구,제주특별자치도 제주시 화북1동,,,63286
39.0,C01,C0114,C01140001,2038217,25,20151105110401,http://tong.visitkorea.or.kr/cms/resource/01/1963001_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1963001_image3_1.jpg,126.7134770508,33.4575852751,6.0,20190516134932,5290.0,,화산섬 제주의 속살을 만나다.,,,,
39.0,C01,C0115,C01150001,1855204,25,20131031165335,http://tong.visitkorea.or.kr/cms/resource/83/197383_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/197383_image3_1.jpg,126.3132472331,33.2402112763,,20160927181633,6055.0,,화산이 만든 비경을 찾아가는 탐험길,,,,
39.0,A01,A0101,A01010700,2738730,12,20210901124609,http://tong.visitkorea.or.kr/cms/resource/86/2740586_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2740586_image2_1.jpg,126.3323756109,33.2635062261,6.0,20210906164243,0.0,3.0,화순곶자왈 (생태탐방숲길),제주특별자치도 서귀포시 안덕면 화순서동로 151,,,63529
39.0,A01,A0101,A01011200,126443,12,20030925090000,http://tong.visitkorea.or.kr/cms/resource/38/197738_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/197738_image3_1.jpg,126.3335149080,33.2407004292,6.0,20220629143510,40226.0,3.0,화순금모래 해변,제주특별자치도 서귀포시 안덕면 화순해안로,(화순리),,63530
39.0,A02,A0202,A02020600,2606209,12,20190612154918,http://tong.visitkorea.or.kr/cms/resource/05/2608205_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/05/2608205_image2_1.bmp,126.3720160859,33.4113377321,6.0,20211223142437,0.0,4.0,화조원,제주특별자치도 제주시 애월읍 애원로 804,,,63035
39.0,A05,A0502,A05020100,686399,39,20090130184009,http://tong.visitkorea.or.kr/cms/resource/97/689597_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/689597_image3_1.jpg,126.4953564946,33.4844149333,6.0,20220427151747,18921.0,4.0,황금어장,제주특별자치도 제주시 사장길 14,(연동),064-748-8989,63133
39.0,A01,A0101,A01011100,2032460,12,20151006224017,,,126.5497655804,33.2415842972,6.0,20220510095002,7536.0,3.0,황우지해안,제주특별자치도 서귀포시 서홍동 766-1,(서홍동),,63594
39.0,A01,A0101,A01011900,2767778,12,20211103140302,http://tong.visitkorea.or.kr/cms/resource/76/2772076_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2772076_image3_1.jpg,126.5477963074,33.2415509361,6.0,20211110105301,0.0,3.0,황우지해안열두굴,제주특별자치도 서귀포시 남성로 93,(서홍동),,63594
39.0,A05,A0502,A05020100,2654438,39,20200424141951,http://tong.visitkorea.or.kr/cms/resource/74/2655474_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2655474_image2_1.jpg,126.9419533952,33.5038977318,6.0,20210309140724,0.0,4.0,회양과국수군,제주특별자치도 제주시 우도면 우도해안길270 1층 2호,,064-782-0150,63365
39.0,A05,A0502,A05020900,2804378,39,20211230153712,,,126.3145218618,33.2519488887,6.0,20211230155742,0.0,3.0,효은양갱,제주특별자치도 서귀포시 안덕면 덕수회관로 14,,,63527
39.0,A01,A0101,A01010400,1890872,12,20140204100058,,,126.8261568136,33.4293846485,6.0,20210823165220,2717.0,3.0,후곡악,제주특별자치도 서귀포시 성산읍 일주동로,(수산리) 일대,,63639
39.0,B02,B0201,B02010700,2406279,32,20160830185331,,,126.3561355098,33.4736889128,6.0,20220518104248,4101.0,4.0,후아힌제주 풀빌라,제주특별자치도 제주시 애월읍 부룡수길 38-24,,064-799-1240/1241,63047
39.0,A02,A0206,A02060300,2811110,14,20220317163349,http://tong.visitkorea.or.kr/cms/resource/06/2811106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2811106_image2_1.jpg,126.9549441872,33.4930408093,6.0,20220412172503,0.0,4.0,훈데르트바서파크,제주특별자치도 제주시 우도해안길 32-12,,,63365
39.0,A05,A0502,A05020900,2811459,39,20220321005122,http://tong.visitkorea.or.kr/cms/resource/56/2811456_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2811456_image2_1.jpg,126.9552580701,33.4921103615,6.0,20220524172301,0.0,4.0,훈데르트윈즈,제주특별자치도 제주시 우도해안길 32-2,,,63365
39.0,B02,B0201,B02010500,583141,32,20080704183519,http://tong.visitkorea.or.kr/cms/resource/03/2660103_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2660103_image3_1.jpg,126.9280674087,33.4302500880,6.0,20220516132617,49533.0,3.0,휘닉스 제주 섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107,,064-731-7000~5,63642
39.0,A02,A0202,A02020600,2661514,12,20200630184110,http://tong.visitkorea.or.kr/cms/resource/11/2661511_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2661511_image2_1.jpg,126.4287993085,33.4438100372,6.0,20220224174719,0.0,4.0,휴림,제주특별자치도 제주시 애월읍 광령남서길 40,,,63062
39.0,A02,A0207,A02070200,482133,15,20080222232115,,,126.6344317363,33.3085171454,6.0,20220308092748,53121.0,3.0,휴애리 매화축제,제주특별자치도 서귀포시 남원읍 신례동로 256,,064-732-2114,63608
39.0,A02,A0207,A02070200,2809910,15,20220310103220,http://tong.visitkorea.or.kr/cms/resource/07/2809907_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2809907_image2_1.jpg,126.6336401426,33.3083171551,6.0,20220516104954,0.0,3.0,휴애리 봄 수국축제,제주특별자치도 서귀포시 신례동로 256 휴애리,,064-732-2114,63608
39.0,A02,A0207,A02070200,2817255,15,20220425154304,http://tong.visitkorea.or.kr/cms/resource/49/2817249_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2817249_image2_1.jpg,126.6336401426,33.3083171551,6.0,20220516105152,0.0,3.0,휴애리 여름 수국축제,제주특별자치도 서귀포시 신례동로 256 휴애리,,064-732-2114,63608
39.0,A02,A0207,A02070200,2495916,15,20170613185021,http://tong.visitkorea.or.kr/cms/resource/24/2825224_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2825224_image3_1.jpg,126.6344317363,33.3085171454,6.0,20220627160734,28174.0,3.0,휴애리 유럽 수국축제,제주특별자치도 서귀포시 남원읍 신례동로 256,,064-732-2114,63608
39.0,A02,A0207,A02070200,2559560,15,20180903130442,http://tong.visitkorea.or.kr/cms/resource/91/2742091_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2742091_image2_1.jpg,126.6344317363,33.3085171454,6.0,20210909103347,8646.0,3.0,휴애리 핑크뮬리 축제,제주특별자치도 서귀포시 남원읍 신례동로 256,,064-732-2114,63608
39.0,A02,A0202,A02020700,322836,12,20071211203035,http://tong.visitkorea.or.kr/cms/resource/47/2615547_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/47/2615547_image2_1.bmp,126.6344317363,33.3085171454,6.0,20220516131349,499370.0,3.0,휴애리자연생활공원,제주특별자치도 서귀포시 남원읍 신례동로 256,,,63608
39.0,A05,A0502,A05020900,2785320,39,20211202135801,http://tong.visitkorea.or.kr/cms/resource/25/2785325_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2785325_image2_1.jpg,126.3662483633,33.2324129686,6.0,20211202140145,0.0,3.0,휴일로 (휴일로카페),제주특별자치도 서귀포시 안덕면 난드르로 49-65,,,63533
39.0,A05,A0502,A05020100,2678651,39,20201026130647,http://tong.visitkorea.or.kr/cms/resource/34/2675134_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2675134_image2_1.jpg,126.4735001590,33.4800900646,6.0,20210219115037,0.0,4.0,흑돈가 제주,제주특별자치도 제주시 한라대학로 11,,064-747-0088,63088
39.0,A05,A0502,A05020100,1019491,39,20100512103829,http://tong.visitkorea.or.kr/cms/resource/27/1023927_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1023927_image3_1.jpg,126.4735529330,33.4800372929,6.0,20211208184217,18212.0,4.0,흑돈가 제주,제주특별자치도 제주시 한라대학로 11,,064-747-0088,63088
39.0,A05,A0502,A05020100,2657940,39,20200602000405,http://tong.visitkorea.or.kr/cms/resource/42/2657942_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2657942_image2_1.jpg,126.5292617309,33.2447475122,6.0,20220411145005,0.0,3.0,흑돈향,제주특별자치도 서귀포시 태평로 58,,064-739-5115,63571
39.0,A05,A0502,A05020100,2678745,39,20201026135631,http://tong.visitkorea.or.kr/cms/resource/58/2675158_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2675158_image2_1.jpg,126.4802135803,33.4749657383,6.0,20210310164951,0.0,4.0,흑돼지가있는풍경,제주특별자치도 제주시 진군남4길 7-8,,064-742-1108,63092
39.0,A05,A0502,A05020100,1018723,39,20100511134847,,,126.4165962685,33.2550751487,6.0,20210903110508,22462.0,3.0,흑돼지구이집 하영,제주특별자치도 서귀포시 천제연로 101,,064-738-6011,63534
39.0,A05,A0502,A05020700,135867,39,20070731000000,http://tong.visitkorea.or.kr/cms/resource/42/1937242_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/1937242_image3_1.jpg,126.4893960632,33.4772656294,6.0,20211014165428,21490.0,4.0,흑마가든,제주특별자치도 제주시 연화로2길 20-1,,064-712-3532,63140
39.0,A05,A0502,A05020100,1823088,39,20130625182625,http://tong.visitkorea.or.kr/cms/resource/94/1786494_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1786494_image3_1.jpg,126.5884813187,33.2572276299,6.0,20220510150051,7899.0,3.0,흑한우명품관,제주특별자치도 서귀포시 일주동로 8421,,064-732-1486,63598
39.0,A01,A0101,A01010400,1890857,12,20140204094020,,,126.5652014016,33.4413708078,6.0,20210820113638,2784.0,4.0,흙붉은오름,제주특별자치도 제주시 516로 2927,(아라일동),,63244
39.0,B02,B0201,B02010100,2822959,32,20220607173129,http://tong.visitkorea.or.kr/cms/resource/49/2822949_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2822949_image3_1.jpg,126.4026058226,33.2547582966,6.0,20220608133749,0.0,3.0,히든 클리프 호텔 & 네이쳐,제주특별자치도 서귀포시 예래해안로 542,,,63536
,A02,A0208,A02081300,2789775,15,20211208163243,http://tong.visitkorea.or.kr/cms/resource/70/2789770_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2789770_image2_1.jpg,,,,20211210133251,0.0,,2021 과학교육 온라인 성과공유회,온라인 개최,,02-559-3926,
,A02,A0207,A02070200,2743853,15,20210913143221,http://tong.visitkorea.or.kr/cms/resource/52/2749552_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2749552_image2_1.jpg,,,,20210927095206,0.0,,2021 광주 정신건강 문화행사,,,062-600-1951~3,
,A02,A0207,A02070200,2751126,15,20210929092921,http://tong.visitkorea.or.kr/cms/resource/25/2751125_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2751125_image2_1.jpg,,,,20210929092921,0.0,,2021 김천포도 온라인축제,온라인개최,,053-381-8071,
,A02,A0207,A02070200,2757229,15,20211014104828,http://tong.visitkorea.or.kr/cms/resource/28/2757228_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2757228_image2_1.jpg,,,,20211014104828,0.0,,2021 대구 정신건강한마당,온라인 개최,,010-2043-3505,
,A02,A0207,A02070200,2754710,15,20211007141819,http://tong.visitkorea.or.kr/cms/resource/09/2754709_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/09/2754709_image2_1.jpeg,,,,20211007141819,0.0,,2021 대한민국 산림박람회,온라인개최,,02-6393-2521,
,A02,A0207,A02070200,2769990,15,20211108144401,http://tong.visitkorea.or.kr/cms/resource/84/2769984_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2769984_image2_1.jpg,,,,20211108144401,0.0,,2021 대한민국 우리술 대축제,온라인 개최,,02-6952-9497~8,
,A02,A0207,A02070200,1327896,15,20110708151506,http://tong.visitkorea.or.kr/cms/resource/35/2758835_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2758835_image2_1.jpg,,,,20211110133624,12858.0,,2021 대한민국 우표전시회,온라인 개최,,02-2036-0825,
,A02,A0207,A02070200,2005233,15,20150522165851,http://tong.visitkorea.or.kr/cms/resource/61/2758961_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/61/2758961_image2_1.png,,,,20211022152323,57184.0,,2021 랜선 정동야행,온라인 개최,,02-3443-2695,
,A02,A0207,A02070200,2773513,15,20211111112643,http://tong.visitkorea.or.kr/cms/resource/06/2773506_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2773506_image2_1.jpg,,,,20211111113855,0.0,,2021 랜선 페스티벌 주민참여공연,온라인 개최,,02-6956-2162,
,A02,A0207,A02070200,2776724,15,20211119150628,http://tong.visitkorea.or.kr/cms/resource/14/2776714_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/14/2776714_image2_1.png,127.3308965930,36.4996670183,,20211119150628,0.0,,2021 로컬페스타,6개 권역에서 온·오프라인 진행,,070-4458-5594,
,A02,A0207,A02070200,2558735,15,20180824104400,http://tong.visitkorea.or.kr/cms/resource/27/2753427_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2753427_image2_1.jpg,129.0945167909,35.2460022847,6.0,20211005183125,1719.0,,2021 부산금정거리예술축제,온라인개최,(구서동),051)711-7138,46251
,A02,A0207,A02070200,2744181,15,20210914094324,http://tong.visitkorea.or.kr/cms/resource/79/2744179_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2744179_image2_1.jpg,,,,20210916130652,0.0,,2021 부산바다 수산어택,온라인개최,,051-717-0236,
